run_id,field_id,source_field_id,source_family,route_id,operator_family,proposal_count,legal_count,canonical_count,exact_count,admission_count,strict_count,survivor_count,behavior_cluster_count,matched_control_count,development_increment_positive_count,challenge_count,forward_count,zero_budget,not_executed_reason
cn_unified_capability_integration_discovery_v1_discovery_seed_a,amount,cn.sf.621923f2d222470d1900a03583de5059,raw_1min,FIRSTN_PATH,SignedPath,2,2,2,2,2,2,0,2,1,1,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,amount,cn.sf.621923f2d222470d1900a03583de5059,raw_1min,INTRADAY_STATE_TRANSITION,Transition,4,4,4,4,2,0,0,2,2,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,amount,cn.sf.621923f2d222470d1900a03583de5059,raw_1min,MARKET_REGIME_CONDITION,ConditionGate,2,2,2,2,0,0,0,1,1,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,amount,cn.sf.621923f2d222470d1900a03583de5059,raw_1min,MINUTE_STATIC,Arithmetic,4,4,4,4,2,0,0,3,2,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,amount_yuan,cn.sf.dceb5c19b0a46f64c4a2954cf5620c18,raw_1min,FIRSTN_PATH,SignedPath,4,4,4,4,0,0,0,4,2,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,amount_yuan,cn.sf.dceb5c19b0a46f64c4a2954cf5620c18,raw_1min,INTRADAY_STATE_TRANSITION,Transition,4,4,4,4,2,0,0,2,2,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,amount_yuan,cn.sf.dceb5c19b0a46f64c4a2954cf5620c18,raw_1min,MARKET_REGIME_CONDITION,ConditionGate,2,2,2,2,0,0,0,1,1,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,amount_yuan,cn.sf.dceb5c19b0a46f64c4a2954cf5620c18,raw_1min,MINUTE_STATIC,Arithmetic,6,6,6,6,0,0,0,6,3,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_01166fdd6c3a2aab,cn.sf.16770ae20629139dfe4db0f44729f34c,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,FrozenMechanismReplay,1,1,1,1,1,1,0,1,1,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_01166fdd6c3a2aab,cn.sf.16770ae20629139dfe4db0f44729f34c,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,MatchedControlReplay,1,1,1,1,1,1,0,1,0,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_16c53855e757c585,cn.sf.b0d5e75cf02a2e8f77fb0ddbec90b98c,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,FrozenMechanismReplay,1,1,1,1,1,1,1,1,1,1,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_16c53855e757c585,cn.sf.b0d5e75cf02a2e8f77fb0ddbec90b98c,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,MatchedControlReplay,1,1,1,1,1,1,0,1,0,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_4fbf6cc691461c6c,cn.sf.ea671da5308f41050d709f1fd50c5048,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,FrozenMechanismReplay,1,1,1,1,1,1,0,1,1,1,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_4fbf6cc691461c6c,cn.sf.ea671da5308f41050d709f1fd50c5048,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,MatchedControlReplay,1,1,1,1,1,1,0,1,0,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_7b391e59670c491e,cn.sf.ea671da5308f41050d709f1fd50c5048,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,FrozenMechanismReplay,1,1,1,1,1,1,0,1,1,1,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_7b391e59670c491e,cn.sf.ea671da5308f41050d709f1fd50c5048,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,MatchedControlReplay,1,1,1,1,1,1,0,1,0,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_8a64cdfefa6bcc35,cn.sf.b0d5e75cf02a2e8f77fb0ddbec90b98c,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,FrozenMechanismReplay,1,1,1,1,1,1,1,1,1,1,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_8a64cdfefa6bcc35,cn.sf.b0d5e75cf02a2e8f77fb0ddbec90b98c,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,MatchedControlReplay,1,1,1,1,1,1,0,1,0,0,0,0,False,
cn_unified_capability_integration_discovery_v1_discovery_seed_a,broad_event_9041949344c58bcf,cn.sf.6cdeac980794379dc3a91fb83cdf28cb,broad_event_frozen_entry,BROAD_EVENT_FROZEN_ENTRY,FrozenMechanismReplay,1,1,1,1,1,1,1,1,1,1,0,0,False,
