run_id,repo_sha,contract_hash,data_release_hash,candidate_id,exact_identity,behavior_identity,route_id,field_id,source_field_id,representation_id,entity_scope,temporal_semantics,operator_family,operator_path,maturity_rule,support_unit,matched_control_id,proposal_origin,seed,access_role
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00000,30e52c3fddf9e9082cef7c268c05796113ca5a70d4ccad72329962e8e6b25393,2067dd589464a90a2a1ca42a,BROAD_EVENT_FROZEN_ENTRY,broad_event_b22d9565d0b39241,cn.sf.16770ae20629139dfe4db0f44729f34c,cn.rep.73d58522a7f1228c6dbe4cdc799813b9,STOCK,EVENT_EPISODE,FrozenMechanismReplay,root:FrozenMechanismReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00000_control,registry_root,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00000_control,a1c721a81702a38f6dc0f0ce213baf66ab0509c2b2a83d9b3e4049d6576c0d31,77e5b3ea5e587d997b964a6a,BROAD_EVENT_FROZEN_ENTRY,broad_event_b22d9565d0b39241,cn.sf.16770ae20629139dfe4db0f44729f34c,cn.rep.73d58522a7f1228c6dbe4cdc799813b9,STOCK,EVENT_EPISODE,MatchedControlReplay,root:MatchedControlReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00000,matched_control,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00001,18315847ff461fb39e060f6cfe4e029a63b5831f511be74fb451997cbdc35f05,020c095e719f73602e324a73,BROAD_EVENT_FROZEN_ENTRY,broad_event_9041949344c58bcf,cn.sf.6cdeac980794379dc3a91fb83cdf28cb,cn.rep.78e38707e69fd32e5b800c2831414f7e,STOCK,EVENT_EPISODE,FrozenMechanismReplay,root:FrozenMechanismReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00001_control,registry_root,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00001_control,489cf506ece2c2e817bcc8ee1609f5bc1a932a458328fdaf1568582af4cbe51d,b4f5caa3685419b7192d9b8e,BROAD_EVENT_FROZEN_ENTRY,broad_event_9041949344c58bcf,cn.sf.6cdeac980794379dc3a91fb83cdf28cb,cn.rep.78e38707e69fd32e5b800c2831414f7e,STOCK,EVENT_EPISODE,MatchedControlReplay,root:MatchedControlReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00001,matched_control,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00002,79fb36589ffcf34e7d91e9f37591e39e0521b72c29e8c145b7d570cd3c610926,c12a30103ade0e941a7a34aa,BROAD_EVENT_FROZEN_ENTRY,broad_event_4fbf6cc691461c6c,cn.sf.ea671da5308f41050d709f1fd50c5048,cn.rep.39f3f18a93a8f4ffab90eb2b2dd98c07,MARKET,EVENT_EPISODE,FrozenMechanismReplay,root:FrozenMechanismReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00002_control,registry_root,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00002_control,16b80156bebcff1f92c515da1db399ade36e668235c297bff954e698d0cc3ae4,d83caa19e52d5a3705182567,BROAD_EVENT_FROZEN_ENTRY,broad_event_4fbf6cc691461c6c,cn.sf.ea671da5308f41050d709f1fd50c5048,cn.rep.39f3f18a93a8f4ffab90eb2b2dd98c07,MARKET,EVENT_EPISODE,MatchedControlReplay,root:MatchedControlReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00002,matched_control,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00003,e7c739d9b6b144a248cf7b035b213ede29971e5ca18ee3ecc6564292145ff74a,c12a30103ade0e941a7a34aa,BROAD_EVENT_FROZEN_ENTRY,broad_event_d42c0973350238e0,cn.sf.ea671da5308f41050d709f1fd50c5048,cn.rep.ef37af1a3001febf5b37ed129424c3f9,MARKET,EVENT_EPISODE,FrozenMechanismReplay,root:FrozenMechanismReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00003_control,registry_root,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00003_control,728107e9204230074dd84ce903ad6e0d342ab128d6994470949b03c131e10e0c,17e4c4139c3b870a755739fe,BROAD_EVENT_FROZEN_ENTRY,broad_event_d42c0973350238e0,cn.sf.ea671da5308f41050d709f1fd50c5048,cn.rep.ef37af1a3001febf5b37ed129424c3f9,MARKET,EVENT_EPISODE,MatchedControlReplay,root:MatchedControlReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00003,matched_control,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00004,437b6c4ddeddcb208ecfffae6cd4f6cd743575cdb10f77c4eb079cb5b8fa45f4,3fbfdd5f705ad4350bd8647a,BROAD_EVENT_FROZEN_ENTRY,broad_event_ac96e6d4db507a1a,cn.sf.ea671da5308f41050d709f1fd50c5048,cn.rep.11dc87cb6ed440e2562de8021432100c,MARKET,EVENT_EPISODE,FrozenMechanismReplay,root:FrozenMechanismReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00004_control,registry_root,2777,development
cn_unified_capability_integration_discovery_v1_discovery_seed_b,f8169e16c63bb1267fb5eeffe6f97cfe1186733e,6505cf498b57b649fc48cbf651737aa951716adb464623f47b06c071285f8bce,cfb2742d975f2f6f1dcdf78d011f6d471b8d0e444164bae1d1816ba1fdcc5827,uc_broad_event_frozen_entry_2777_00004_control,fd715fdc488ddced540fa017d13ee56178c201578971a00393395eb72214080f,448c9065e598a159b5dd7218,BROAD_EVENT_FROZEN_ENTRY,broad_event_ac96e6d4db507a1a,cn.sf.ea671da5308f41050d709f1fd50c5048,cn.rep.11dc87cb6ed440e2562de8021432100c,MARKET,EVENT_EPISODE,MatchedControlReplay,root:MatchedControlReplay,per semantic registry and frozen entry pack,frozen event episode,uc_broad_event_frozen_entry_2777_00004,matched_control,2777,development
